docno	r_avail	text	Docno	Page	x1	y1	x2	y2
239	-1	In 2004, the Morken group” ° demonstrated that vicinal 1,2- diboronates (113) derived from the enantioselective diboration of terminal aliphatic olefins undergo selective cross-coupling at the linear aliphatic C—B bond (Scheme 19A). The secondary C-B bond, which is unaffected by the cross-coupling reaction despite the absence of a protecting group, is then available for subsequent transformations. The use of microwave irradiation was found to accelerate the reaction while still leaving the secondary C—B bond untouched. Since methods had not been reported to enable coupling of the secondary chiral C—B bond at the time, it was transformed through oxidation to the corresponding alcohol (114) or Matteson-style homologa- tion.” In later work, Morken clearly demonstrated that although coupling only occurs at the linear boronic ester substituent, the presence of the internal secondary boronic ester is critical in order to observe coupling.” To test the generality of the concept of selective trans- metalation, we employed substrates 121 containing an aryl Csp?—B bond and a secondary Csp?—B bond. As expected, the aryl Csp’—B bond undergoes preferential transmetalation and cross-coupling. The use of tri-tert-butylphosphine’' was found to be optimal, as the use of triarylphosphines during initial	Paper3_Perspective_2017	10	252	1616	2352	3181
240	-1	Boi RuPhos/SPhos . 3 The resulting z-extended biphenyl boronic esters (122) were then subjected to the silver oxide promoted cross-coupling conditions.'* Although most substrates coupled with high levels of enantiospecificity, the electronics of the distal ring on the biphenyl boronic ester were found to have a significant impact on the stereochemical outcome of the reaction. Electron- withdrawing substituents (ie., 4-phenacyl) led to significantly higher losses of enantiomeric purity than electron rich As a more dramatic illustration of the use of multiply borylated compounds in iterative coupling, we examined the reactivity of trisborylated compound 124 containing an aryl B— Csp” bond, a primary B—Csp* bond, and a secondary benzylic B—Csp*® bond. Under Fu- “type conditions,’' selective cross- coupling at the aryl B—Csp* bond was observed. Subsequent coupling of the primary position was accomplished in the same reaction flask using RuPhos as a ligand along with higher	Paper3_Perspective_2017	11	252	507	2353	3181
241	-1	Journal of the American Chemical Society proportions of water, utilizing the same organic solvent, temperature, and inorganic base. While differentiating between an aryl C—B bond and a chiral benzylic C—B bond may be unsurprising due to the substantial differences in reactivity between the two, the selective reaction of an aryl C—B bond in the presence of a reactive primary B—Csp* bond is quite remarkable. Furthermore, the similarity of the conditions employed demonstrates the significant effect of carbon hybridization on C—B transmetalation rates. Ph~ ~BF3K 127 Ir photocatalyst Scheme 21. Iterative Cross-Coupling Using Photocatalysis”* Ni(COD)», dtbbpy HTMP, 26 W CFL Bulb . cl Bpin cl Bpin then HO, NaOH P 126 128 3-bromopyridine Pd(PPhs)4(5mol%) gy i K3PO4, THF/H,0 429 N* 80 °C 74% (two steps) under the classical two-electron transmetalation regime of palladium catalysis. Reaction of benzyl trifluoroborate salt 127 and brominated aryl boronic ester 126 under dual-catalytic cross-coupling conditions resulted in selective activation of the sp*-hybridized boronate, affording borylated diarylmethane 128. The pendant boronic ester functionality was preserved in this reaction, and no evidence of biaryl formation or oligomerization through sp’—sp* cross-coupling was noted. H@ OUTLOOK The field of stereospecific and stereoselective Suzuki—Miyaura cross-coupling has witnessed considerable advances in the past decade. However, several important problems remain unsolved. As described in this Perspective, secondary alkylboron reagents typically require activation from an adjacent functional group, such as a a-system or a Lewis-basic heteroatom or carbonyl group in order to participate in high-yielding stereospecific cross-coupling reactions. In this regard, the 2014 report from the Biscoe group on the use of unactivated secondary alkylboron reagents represents a significant development in the field.*” Further examples in which similarly unsubstituted organoboron species are engaged in cross-coupling will be essential for the stereocontrolled introduction of increasingly diverse molecular frameworks employing cross-coupling chemistry. DOI: 10.1021/jacs.7b08326 J. Am. Chem. Soc. 2017, 139, 18124-18137	Paper3_Perspective_2017	12	238	202	2353	3276
242	-1	After filtration through a silica gel plug, the resulting benzylic boronic esters could be subjected to silver oxide-promoted cross-coupling conditions to generate the triarylated product 125 in moderate yield over the three-step sequence. A single regioisomer was prepared, demonstrating the highly chemo- selective nature of the reaction sequence. ° It was further demonstrated that the aryl boronic ester moiety in 128 could undergo subsequent functionalization through Pd-catalyzed Suzuki coupling (129), oxidation, or Rh- catalyzed conjugate addition. Notably, MIDA boronates were also tolerated as inert sp’-hybridized boron reagents in this reaction, suggesting that this methodology may have further applications in the automated iterative synthesis previously reported by Burke.” The stereochemical outcome of these reactions is highly dependent on the nature of the substrate, as well as the choice of additive and reaction conditions. Efforts to further understand the underlying mechanistic features responsible for the stereochemical outcome represent a fertile area for future research. Elucidating the role of crucial additives, as well as understanding the prerequisites for reactivity of a given boron reagent is an important step in the development of new methodologies for stereoselective synthesis. In recent years, the Denmark group has reported remarkable advances on the detection and characterization of pre-transmetalation inter- mediates in Suzuki—Miyaura reactions, ’* and a combined study by Lloyd-Jones and Burke”® provided much needed insight into the mechanism of action of MIDA boronates. Further study on the underlying mechanism of transmetalation will likely offer new insights into reaction design.	Paper3_Perspective_2017	12	252	696	2353	2852
243	-1	Another orthogonal cross-coupling in which two boron substituents are sequentially cross-coupled without the use of protecting groups has been described by the Molander group.’° In this case, single electron-type transmetalation takes place through the use of photoredox/nickel dual catalysis (see Scheme 13) and selectively activates sp°-hybridized trifluor- oborate salts (127) in the presence of sp’-hybridized boron reagents (126, Scheme 21). > The former are more reactive Though still being developed, single-electron transmetalation has emerged as a remarkable advance in the development of cross-coupling methodology of sp* hybridized organometallic compounds.’° A complete re-imagining of the mechanism of transmetalation permitted the development of this powerful coupling method, which has been shown to both outperform traditional two-electron chemistry in some cases as well as offer unique orthogonal reactivity. The continued development of stereoconvergent methods represents an important advance in asymmetric catalysis and should constitute a thriving area of research for years to come.	Paper3_Perspective_2017	12	252	975	2356	1983
244	-1	The generation of enantioenriched quaternary carbon centers via cross-coupling reactions represents an important challenge that is still in its infancy. To this end, the use of tertiary boronic esters as competent cross-coupling partners in Suzuki—Miyaura reactions remains an unsolved problem of great interest. Two independent reports emerged in 2010 describing the limited cross-coupling activity of tertiary organoboron compounds. The de Meijere group reported that a (1-cyclopropyl- cyclopropyl)boronate underwent cross-coupling with a variety of aryl bromides and iodides in modest yield with no observable rearrangement of products,’° while Wang and Kiefer demonstrated the alkylation of aryl iodides using tert-butyl-9- BBN.” The Molander group recently described a landmark report on the construction of achiral quaternary carbon centers through photoredox/nickel dual catalysis of tertiary organo- trifluoroborate reagents, the most detailed description of tertiary boron nucleophiles in Suzuki—Miyaura cross-coupling to date.’® The seminal work of Aggarwal on the cross-coupling of tertiary propargylic boronic esters (Scheme 5) remains the sole example of stereospecific cross-coupling of a tertiary boron compound.”°	Paper3_Perspective_2017	12	1352	1991	2356	2949
245	-1	Among the many challenges in the Suzuki—Miyaura reaction, stereoselective sp°—sp* coupling reactions represents the final frontier in cross-coupling methodology.”” The development of such a method of carbon—carbon bond formation between an unactivated, enantioenriched sp* boron reagent and an sp* electrophile would afford unprecedented synthetic utility. (2) Carey, J. S. Laffan, D.; Thomson, C.; Williams, M. T. Org. Biomol. Chem. 2006, 4, 2337-2347. (11) Rubina, M.; Rubin, M.; Gevorgyan, V. J. Am. Chem. Soc. 2003, 125, 7198-7199.	Paper3_Perspective_2017	13	252	367	2350	1884
246	-1	Experimental Procedure for the Preparation of N-vinylcinnamamide (5a): 0 ‘Nu a 3a Oo (COCI), Cat.DMF O° DMAP, Et,N ° Propylamine ° DCM DCM Ww OH DCM Ww cl SS nS SS nS RT, 16h RT, 2h ~ RT, th H Ja 2a 4a oO 5a To a stirred solution of compound 1a (2.0 g, 13.51 mmol) in DCM (20 mL) under N2 atm was added oxalyl chloride (1.80 mL, 20.27 mmol) and cat. DMF at 0 °C and stirred the reaction mixture at RT for 16h. The excess oxalyl chloride was removed by vacuum to give the compound 2a. In another RB flask compound 3a (0.86 g, 12.51 mmol), DMAP (0.16 g, 1.35 mmol) and Et3N (2.60 ml, 18.37 mmol) were taken in DCM (20 mL) and cooled the reaction mixture to 0 °C. To this reaction mixture, above prepared acid chloride (compound 2a) was slowly added and stirred the reaction mixture at RT for 2h. The progress of the reaction was monitored by TLC (20% Ethyl acetate in petroleum ether) showed completion of the reaction. After completion of the reaction; reaction mixture was quenched with water (100 mL) and extracted with DCM (2x100 mL). The combined organic layers were washed with water, brine and dried over Na2SOu, filtered, filtrate was concentrated under reduced pressure to afford crude compound 4a (4 g) as a brown liquid which was further proceeded to the next step without purification. Experimental Procedure for the Preparation of N-((Z)-2-bromovinyl) cinnamamide (6a): Oo oO SX NS NBS, Et;N, DCM WN NS H RT, 1h H Br 5a 6a	Paper2_SI	4	299	311	2184	3048
247	-1	To a stirred solution of crude compound 4a in DCM (60 mL) was added n-propyl amine (1.50 mL) dropwise at 0 °C and the resulting reaction mixture was stirred at RT for lh. The progress of the reaction was monitored by TLC (20% Ethyl acetate in petroleum ether) showed completion of the reaction. After completion of the reaction, reaction mixture solvent was evaporated to give crude compound which was purified by silica gel (100-200 mesh) column chromatography, eluted with 15% ethyl acetate in petroleum ether to give the pure compound 5a (0.20 g, 10%) as an off white solid. IHNMR (400 MHz, DMSO-de): 6 = 10.18-10.16 (d, J= 10.40 Hz, 1H), 7.60 (m, 3H), 7.41 (m, 3H), 6.98 (m, 1H), 6.66-6.62 (d, J= 16.0 Hz, 1H), 4.73- 4.69 (d, J= 16.0 Hz, 1H), 4.39-4.37 (d, J= 8.8 Hz, 1H). MS (ED): m/z 172 (M-1, 100).	Paper2_SI	4	301	1878	2180	2611
248	-1	To a stirred solution of compound 5a (0.50 g, 2.89 mmol) in DCM (10 mL) were added Et3N (0.45 mL, 3.17 mmol) and N-Bromosuccinimide (0.50 g, 2.89 mmol) under N2 atm at 0 °C and the reaction mixture was stirred at RT for 1h. TLC (20% Ethyl acetate in petroleum ether) was used to determine the reaction progress, which when shown to be complete, water (100 mL) was added to the reaction mixture, which was subsequently extracted with DCM (2x100 mL). The combined organic layers were washed with water, brine and dried over Na2SOu, filtered, filtrate was concentrated to afford crude compound which was purified by silica gel (60-120 mesh) column chromatography, eluted with 10% ethyl acetate in petroleum ether to give compound 6a (0.40 g, 55%) as solid. IHNMR (400 MHz, CDCl3): 6 = 7.79-7.75 (d, J= 15.6 Hz, 1H), 7.56 (m, 4H), 7.41 (m, 3H), 6.51-6.47 (d, J= 15.2 Hz, 1H), 5.58-5.57 (d, J= 5.2 Hz, 1H). MS (ED): m/z 254 (M+2, 100). Experimental Procedure for the Preparation of N-((Z)-styryl) cinnamamide (8a): Oo XS nS K,CO3, Pd(PPhs),, THF PacrPh)s THF Mean H 70 70°C, 16h 16h 6a Br To a stirred solution of compound 6a (0.50 g, 1.98 mmol) in anhydrous THF (12 mL), compound 7a (0.72 g, 5.95 mmol), K2CO3 (1.63 g, 11.88 mmol) were added at RT and degassed the reaction mixture by using argon for 5 min. Pd(PPh3)4 (0.22 g, 0.19 mmol) was added and the reaction mixture was heated to 70 °C for 16h. The progress of the reaction was monitored by TLC (10% Ethyl acetate in petroleum ether) showed completion of the reaction. After completion of reaction, reaction mixture was cooled to RT, filtered and filtrate was concentrated under reduced pressure to afford crude compound and it was purified by combi- flash column chromatography, eluted by using 6% Ethyl acetate in petroleum ether to give the pure compound 8a (0.20 g, 40%) as a yellow solid. IHNMR (400 MHz, CDCl): 5 = 7.75 (m, 2H), 7.53 (m, 2H), 7.38 (m, 8H), 7.17-7.14 (dd, J=10.0 Hz, 11.2 Hz, 1H), 6.39-6.35 (d, J= 16.0 Hz, 1H), 5.85- (d, J= 9.2 Hz, 1H). MS (ED: m/z 250 (M+1, 100).	Paper2_SI	5	299	307	2181	2757
249	-1	Experimental Procedure for the Preparation of N-((E)-2-bromo-2-phenylvinyl) cinnamamide (9a): oO SS Br ovr NBS, NBS, EtsN, DCM DCM on S ~RE4h 9a To a stirred solution of compound 8a (1.2 g, 4.81 mmol) in DCM (10 mL) under N2 atm were added Et3N (0.67 mL, 4.81 mmol) and N-Bromosuccinimide (1.28 g, 7.21 mmol) at 0 °C and stirred the reaction mixture at RT for 4h. TLC (10% Ethyl acetate/petroleum ether) was used to monitor the progress of the reaction and it showed completion of the reaction. After completion of the reaction, water (100 mL) was added to the reaction mixture and extracted with DCM (2x50 mL). The combined organic layers were washed with water, brine and dried over Na2SOua, evaporated the solvents to afford crude compound which was purified by combi- flash column chromatography, eluted with 6% ethyl acetate in petroleum ether to afford compound 9a (0.95 g, 60%) as solid. IHNMR (400 MHz, CDCls): 6 = 7.82 (s, 1H), 7.79-7.78 (d, J= 3.2 Hz, 1H), 7.59-7.58 (d, J= 4.8 Hz, 1H), 7.57 (m, 4H), 7.42 (m, 3H), 7.37 (m, 2H), 7.29-7.26 (d, J=13.2 Hz, 1H), 6.55-6.52 (d, J= 15.6 Hz, 1H). MS (ED): m/z 330 (M+2, 100). Experimental Procedure for the Preparation of methyl 3-(4-bromophenyl)-2-(tert- butoxycarbonylamino) propanoate (13): (Bpin),, KOAc, PdCl,dppf, Oo ____Dioxane,DMSO DMSO oO. HN. B Boc 95 95°C, 16h 16h oO To a stirred solution of compound 12 (0.30 g, 0.83 mmol), Bis(pinacolato)diboron (0.42 g, 1.67 mmol) and KOAc (0.24 g, 2.51 mmol) in Dioxane: DMSO (10 mL & 1 mL) under N2 atm was added PdCl2dppf (0.07g, 0.08 mmol) at RT and the reaction mixture was stirred at 95 °C for 16h. TLC (10% Ethyl acetate in petroleum ether) was used to monitor the progress of the reaction which showed completion of the reaction. After completion of the reaction, water (50 mL) was added to the reaction mixture and extracted with ethyl acetate (2x50 mL). Mixed organic layers were washed with water, brine and dried over Na2SOu, evaporated the solvents to afford crude compound 13 (0.40 g) as black liquid which was proceeded to the next step without purification. Crude-LC- MS (EI): m/z 405 (M+1, 59%).	Paper2_SI	6	299	311	2181	3144
250	-1	Experimental Procedure for the Preparation of methyl 2-((tert-butoxycarbonyl) amino)-3- (4-((E)-2-cinnamamido-1-phenylvinyl) phenyl) propanoate (14): Oo eye HN. Boc ° Oo © KPO, PaChappt 9° CT Dioxane: ____Dioxane:H,0 S Nu S HN. 5 0c H REUh 16h 44 CT Compound 9a (0.19 g, 0.57 mmol), compound 13 (0.28 g, 0.69 mmol) and K3POx4 (0.30 g, 1.44 mmol) were taken in Dioxane: H20 (10 mL & 2 mL) under N2 atm, PdClodppf (0.04 g, 0.05 = mmol) was added and the reaction mixture was stirred at RT for 16h. The progress of the reaction was monitored by TLC (30% Ethyl acetate in petroleum ether) showed completion of the reaction. After completion of the reaction, water (50 mL) was added to the reaction mixture and it was extracted with ethyl acetate (2x50 mL). Organic layers were combined, washed with water, brine and dried over Na2SOQug, filtered, filtrate was concentrated under reduced pressure to afford crude compound which was purified by silica gel (60-120 mesh) column chromatography. Elution of the column using 20% Ethyl acetate/petroleum ether to afford compound 14 (0.05 g, 16%) as a yellow solid. M.p. 94-98 °C. IHNMR (500 MHz, CDCls): 6 = 7.72 (m, 2H), 7.50 (m, 3H), 7.35 (m, 3H), 7.31 (m, 4H), 7.27 (m, 5H), 6.33-6.30 (d, J= 15.0 Hz, 1H), 5.11-5.09 (d, J= 10.0 Hz, 1H), 4.64-4.63 (d, J= 5.0 Hz, 1H), 3.77 (s, 3H), 3.22 (m, 1H), 3.05 (t, 1H), 1.40 (s, 9H). IR (KBr, em—1): 3412, 3261, 2973, 1713, 1628, 1497, 1358, 1217, 1162, 1021, 979, 760, 693, 557. '3C NMR (100 MHz, CDCls) = 172.2, 162.7, 154.9, 142.8, 139.9, 136.2, 136.1, 134.5, 130.3, 130.1, 130.0, 129.9, 129.4, 129.3, 129.3, 128.8, 128.3, 128.3, 128.0, 126.9, 126.7, 124.5, 120.0, 119.5, 80.0, 54.5, 53.4, 52.3, 52.2, 38.7, 29.6, 28.2. MS (ED: m/z 526 (M+1, 100). Experimental Procedure for the Preparation of N-vinyl benzamide (3b): Oo \ONH Oo \— Oo 3a 0 cy DMAP, Et,;N, DCM one Propylamine, DCM oan rr H RT, 2h So RT, th 1b 2b 3b To a stirred solution of compound 3a (1.36 g, 19.20mmol) in DCM (15 mL) under N2 atm were added DMAP (0.26 g, 2.13 mmol), Et3N (4.0 mL, 29.02 mmol) and cooled the reaction mixture 6	Paper2_SI	7	299	311	2183	3292
251	-1	to 0 °C. To this reaction mixture, compound 1b (3.0 g, 21.34 mmol) was added and stirred the reaction mixture at RT for 2h. The progress of the reaction was monitored by TLC (20% ethyl acetate in petroleum ether) showed completion of the reaction. After completion of the reaction; water (100 mL) was added to the reaction mixture and extracted with DCM (2x100 mL). Combined organic layers were washed with water, brine and dried over Na2SO4 and evaporated the solvents to afford crude compound 2b (3.5 g) as brown liquid which was further proceed to next step without purification. column using 15% Ethyl acetate in petroleum ether to afford compound 3b (1.50 g, 42%) as an off white solid. IHNMR (400 MHz, CDCls): 6 = 7.89 (bs, 1H), 7.82 (m, 2H), 7.55 (m, 1H), 7.46 (m, 2H), 7.24 (m, 1H), 4.80-4.76 (d, J= 16.0 Hz, 1H), 4.54-4.52 (d, J= 8.0 Hz, 1H). MS (EI): m/z 147 (M+1,100). Experimental Procedure for the Preparation of ((Z)-N-(2-iodovinyl)benzamide (4b): Oo Oo NS _NIS, EGN, DCM WS H RT, 1h Hy 3b 4b To a stirred solution of compound 3b (4.0 g, 27.21 mmol) in DCM (40 mL) under N2 atm, Et3N (4.0 mL, 27.21 mmol) and N-Iodosuccinimide (6.10 g, 27.21 mmol) at 0 °C were added and the reaction mixture was stirred at RT for lh. The progress of the reaction monitored by TLC (20% Ethyl acetate in petroleum ether) showed completion of the reaction. After completion of the reaction, water (100 mL) was added to the reaction mixture and extracted with DCM (2x100 mL). Combined organic layers were washed with water, brine and dried over Na2SOa, filtered, filtrate was evaporated to afford crude compound which was purified by silica gel (60- 120 mesh) column chromatography, eluted with 5% Ethyl acetate in petroleum ether to give the pure compound 4b (4.7 g, 63%) as solid. IHNMR (400 MHz, CDCls3): 5 = 8.06 (bs, 1H), 7.88 (m, 2H), 7.61-7.53 (m, 4H), 5.50-5.48 (d, J=8.0 Hz, 1H). MS (ED): m/z 273 (M+1, 100).	Paper2_SI	8	299	311	2181	2962
252	-1	To a stirred solution of crude compound 2b in DCM (20 mL) was added n-propyl amine (2.20 g, 38.4 mmol) dropwise at 0 °C and stirred the reaction mixture at RT for lh. The progress of the reaction was monitored by TLC (30% Ethyl acetate in petroleum ether) showed completion of the reaction. After completion of the reaction; reaction mixture was evaporated to give the crude compound which was purified by silica gel column chromatography. Elution of the	Paper2_SI	8	301	915	2183	1305
253	-1	"Experimental Procedure for the Preparation of (Z)-N-(4-methoxystyryl)benzamide (5b): Cw HO. B oH 7 Oo O K3PO,,PdCl.dppf, Dioxane:H,O nN“ NS ""He H H | RT, th 4b 5b _O Compound 4b (1.70 g, 6.22 mmol), Compound 7b (1.13 g, 7.47 mmol) and K3PO4 (3.31 g, 15.22 mmol) were taken in Dioxane: H2O (20:4 mL) under N2 atm and stirred at RT for 5 min. PdClodppf (0.50 g, 0.62 mmol) was added at RT and the reaction mixture was stirred at RT for lh. TLC (20% Ethyl acetate in petroleum ether) was used to monitor progress of the reaction and showed completion of the reaction. After completion of the reaction; water (50 mL) was added to the reaction mixture and extracted with Ethyl acetate (2x50 mL). Combined organic layers were washed with water, brine and dried over Na2SOu, evaporated the solvents to afford crude compound which was purified by silica gel (60-120 mesh) column chromatography. Elution of the column using 10% ethyl acetate in petroleum ether to give the pure compound 5b (0.3 g, 19%) as solid. LHNMR (400 MHz, CDCls): 6 = 8.30-8.28 (d, J= 8.0 Hz, 1H), 7.77- 7.75 (d, J= 8.0 Hz, 2H), 7.53 (m, 3H), 7.29 (m, 2H), 7.16 (m, 1H), 6.97 (dd, J= 8.80 Hz, 2H), 5.86-5.83 (d, J= 12.0 Hz, 1H), 3.84, (s, 3H). MS (ED: m/z 253 (M+1,100). Experimental Procedure for the Preparation of (E)-N-(2-iodo-2-(4- methoxyphenyl)vinyl)benzamide (8b): Oo NIS, Et;N, DCM NSLEANDEM AY S RT 4h 4h H 8b To a stirred solution of compound 5b (0.40 g, 1.58 mmol) in DCM (10 mL) under N2 atm, Et3N (0.22 mL, 1.58 mmol) and N-Iodosuccinimide (0.53 g, 2.37 mmol) were added at 0 °C and stirred the reaction mixture at RT for 4h. TLC (20% ethyl acetate in petroleum ether) showed completion of the reaction. After completion of the reaction; water (100 mL) was added to the"	Paper2_SI	9	299	311	2181	3132
254	-1	reaction mixture and extracted with DCM (2x50 mL). Combined organic layers were washed with water, brine and dried over Na2SOq, evaporated the solvents under reduced pressure to afford the crude compound which was purified by silica gel (60-120 mesh) column chromatography. Elution of the column using 10% Ethyl acetate in petroleum ether to afford compound 8b (0.33 g, 55%) as solid. IHNMR (500 MHz, CDCls): 6 = 8.16-8.14 (d, J= 10.0 Hz, 1H), 7.91-7.90 (d, J= 5.0 Hz, 2H), 7.61 (m, 1H), 7.54 (m, 2H), 7.46 (m, 2H), 7.38-7.35 (d, J= 15.0 Hz, 1H), 6.87-6.85 (d, J= 10.0 Hz, 2H), 3.82, (s, 3H). MS (ED): m/z 379 (M+1,100). '3C NMR (500 MHz, CDCls) =164.1, 159.6, 132.8, 132.5, 132.1, 129.6, 128.9, 128.8, 128.7, 127.1, 127.05, 126.2, 113.8, 85.7, 55.3, 29.6. Experimental Procedure for the Preparation of methyl (Z)-3-(4-(2-benzamido-1-(4- methoxyphenyl)vinyl)phenyl)-2-((tert-butoxycarbonyl)amino)propanoate (15): O O~ O. HN. O Oo B Boc ) 13 Oo om N Q | K3PO,, PdCl,dppf, HN . H Dioxane:H,O N S Boc RT, 16h Compound 8b (0.15 g, 3.95 mmol), compound 13 (0.19 g, 0.47 mmol) and K3PO4 (0.21 g, 0.98 mmol) were taken in Dioxane: H20 (10 mL & 3 mL) under N2 atm, PdClodppf (0.03 g, 0.04 mmol) was added at RT and the reaction mixture was stirred at RT for 16h. TLC (20% Ethyl acetate in petroleum ether) showed completion of the reaction. After completion of the reaction, water (50 mL) was added to the reaction mixture and extracted with ethyl acetate (2x50 mL). Combined organic layers were washed with water, brine and dried over Na2SOa, evaporated the solvents under reduced pressure to afford crude compound which was purified by silica gel column chromatography. Elution of the column using 20% Ethyl acetate in petroleum ether to afford compound 15 (0.18 g, 87%) as a light brown solid. M.p. 99-103 °C. LHNMR (400 MHz, CDCls3): 6 = 7.90 (d, J= 12Hz, 1H), 7.64 (m, 3H), 7.51 (m, 4H), 7.27 (m, 2H), 7.21 (d, J= 8.40 Hz, 2H), 6.85 (d, J= 12.00 Hz, 3H), 5.09 (d, J= 8.00 Hz, 1H), 4.66 (d, J= 8.00 Hz, 1H), 3.81 (s, 3H), 3.73 (s, 3H), 3.20 (m, 1H), 3.10 (m, 1H), 1.33 (s, 9H). IR (KBr, cm—1): 3429, 2967, 2932, 2545, 1744, 1513, 1358, 1249, 1161, 1018, 825, 702, 695. '3C NMR (100 MHz, CDCls) = 172.1, 163.8, 158.8, 154.9, 136.1, 133.2, 132.4, 131.9, 130.4, 130.3, 129.9, 129.9, 129.7, 129.7,	Paper2_SI	10	299	311	2180	3168
255	-1	128.7, 128.7, 127.9, 127.9, 126.9, 124.7, 118.6, 115.4, 113.8, 80.0, 55.2, 55.2, 54.4, 52.2, 38.4, 28.2, 24.8. MS (ED): m/z 530 (M+1,100), HRMS: (ESI): Calcd for C31H34N206 [M+H]: 531.2417; Found: 531.2509. Experimental Procedure for the Preparation of methyl 2-amino-3-(4 bromophenyl) propanoate (11): oO HOF oes, SOC, MeOH Onn Br NH2 RT 16h NH2 10 HCI To a stirred solution of compound 10 (2.8 g, 11.52 mmol) in MeOH (30 mL) under N2 atm was added SOCI2 (5 mL) at -10 °C and stirred the reaction mixture at RT for 16h. The progress of the reaction was monitored by TLC (10% Methanol in DCM) showed completion of the reaction. After completion of the reaction; methanol was evaporated and co-distilled with methanol twice to afford the crude compound. The crude compound was washed with n- pentane to give the pure compound 11 (2.8 g, 94%) as an off white solid. IHNMR (400 MHz, DMSO-de): 5 = 8.57 (m, 3H), 7.54 (dd, J= 8 Hz, 2H), 7.22-7.20 (dd, J= 8.00 Hz, 2H), 4.31 (t, 1H), 3.69 (s, 3H), 3.12 (t, J= 8.00 Hz, 2H). MS (EI): m/z258 (M+2,100). Experimental Procedure for the Preparation of methyl 3-(4-bromophenyl)-2-(tert- butoxycarbonylamino) propanoate (12): O o~ _(Boe)20, EtsN, DCM Sepad NH, RTh Br 1 To a stirred solution of compound 11 (1.4 g, 4.73 mmol) in DCM (20 mL) under N2 atm was added Et3N (1.7 mL, 11.88 mmol) followed by Boc anhydride (1.14 g, 5.22 mmol) at 0 °C and stirred the reaction mixture at RT for 16h. The progress of the reaction was monitored by TLC (20% Ethyl acetate in petroleum ether) showed completion of the reaction. After completion of the reaction; water (100 mL) was added to reaction mixture and extracted with Ethyl acetate (2x50 mL). Combined organic layers were washed with water, brine and dried over Na2SO4 and evaporated the solvents to afford the crude product which was purified by washing with n- pentane to give the pure compound 12 (1.6 g, 95%) as an off white solid. IHNMR (400 MHz, CDCls3): 6 = 7.54 (d, J= 5.60 Hz, 2H), 7.01 (d, J= 8.00 Hz, 2H), 4.97 (d, J= 4.00 Hz, 1H), 4.57 (d, J= 4.00 Hz, 1H), 3.71 (s, 3H), 3.06 (m, 2H), 1.41 (s, 9H). MS (ED: m/z358 (M-100, 100). 10	Paper2_SI	11	294	311	2183	3292
256	-1	"Bulphaoric acid AR WO-NMR/ 19/02/0122 9a54216a002 Referaoca Code: SILG02A0768-8ulphuric acid Solvent: amso 14 13 12 11 10 3 8 7 6 5 4 3 2 1 ppm 4 ""OF rT yo o a a 5 a = r aod a nm nm Sulphuric acid AR HO-NHB/ 18/02/0121 9a54216a002 Reference Code: S11L602K0768-Sulpharic acid Bolvent: dmso Archive directory: 3 gs fbone/gqvkbio/data/2018/Feb ql aak Agilect 400-MEDDS = Data collected oa: Fab 1 2016 J Experiment: PROTON z ey 218 273 ip ' J I Io aie T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T 5.5 5.0 4.5 4.0 3.5 3.0 2.5 2.0 1.5 ppm ae —_ 8 3 8 28"	Paper2_SI	29	331	366	2162	3292
